model,outcome,horizon,n,event,partial_r2,excluded_instrument_wald_F_hc3,excluded_instrument_wald_chi2_hc3,relevance_p_value_hc3,excluded_instrument_wald_chi2,excluded_instrument_wald_F,excluded_instrument_df,relevance_p_value,diagnostic_type
single,lbrent,16,421,gpr_ai,0.728570361271,112.946322389,112.946322389,2.21696175778e-26,149.032403942,149.032403942,1,2.82135427747e-34,single-instrument relevance
single,lbrent,17,420,gpr_ai,0.72868813456,112.630484515,112.630484515,2.59979594634e-26,148.748899641,148.748899641,1,3.25407753687e-34,single-instrument relevance
single,lbrent,18,419,gpr_ai,0.728300157174,112.567141705,112.567141705,2.6841949576e-26,148.705649182,148.705649182,1,3.32569134503e-34,single-instrument relevance
single,lbrent,19,418,gpr_ai,0.727826506886,112.69520985,112.69520985,2.51629586787e-26,148.88991123,148.88991123,1,3.03112985011e-34,single-instrument relevance
single,lbrent,20,417,gpr_ai,0.728047572344,112.339801671,112.339801671,3.01031421091e-26,148.552952786,148.552952786,1,3.59136648041e-34,single-instrument relevance
single,lbrent,21,416,gpr_ai,0.727127259551,111.833791175,111.833791175,3.88556479256e-26,147.849825416,147.849825416,1,5.11633147319e-34,single-instrument relevance
single,lbrent,22,415,gpr_ai,0.727087747733,111.138283046,111.138283046,5.51840066899e-26,147.092531411,147.092531411,1,7.49037291084e-34,single-instrument relevance
single,lbrent,23,414,gpr_ai,0.726731318473,111.124978424,111.124978424,5.55555997184e-26,147.079671604,147.079671604,1,7.53901568339e-34,single-instrument relevance
single,lbrent,24,413,gpr_ai,0.726711051729,111.019531204,111.019531204,5.85906084603e-26,147.022049313,147.022049313,1,7.76088303625e-34,single-instrument relevance
single,lbrent,25,412,gpr_ai,0.725749925837,110.728376723,110.728376723,6.78596753479e-26,146.638611037,146.638611037,1,9.41311349876e-34,single-instrument relevance
single,lbrent,26,411,gpr_ai,0.725468604033,110.242603637,110.242603637,8.67030250041e-26,146.011365241,146.011365241,1,1.29079275375e-33,single-instrument relevance
single,lbrent,27,410,gpr_ai,0.725144222887,108.876884039,108.876884039,1.72685583177e-25,144.468439676,144.468439676,1,2.80656214182e-33,single-instrument relevance
single,lbrent,28,409,gpr_ai,0.725198306308,108.578431432,108.578431432,2.00747344924e-25,144.243932552,144.243932552,1,3.14238182851e-33,single-instrument relevance
single,lbrent,29,408,gpr_ai,0.724191719014,108.00053835,108.00053835,2.68705182964e-25,143.413971692,143.413971692,1,4.77220249307e-33,single-instrument relevance
single,lbrent,30,407,gpr_ai,0.724342799978,106.527730234,106.527730234,5.6496392456e-25,141.828241441,141.828241441,1,1.06032122805e-32,single-instrument relevance
single,lbrent,31,406,gpr_ai,0.723516958329,106.493789525,106.493789525,5.74723297362e-25,141.764046104,141.764046104,1,1.09515165864e-32,single-instrument relevance
single,lbrent,32,405,gpr_ai,0.723512951732,106.675061763,106.675061763,5.24485336614e-25,142.071026984,142.071026984,1,9.38319846014e-33,single-instrument relevance
single,lbrent,33,404,gpr_ai,0.724119065844,107.267730097,107.267730097,3.88915697693e-25,142.861773279,142.861773279,1,6.30164048317e-33,single-instrument relevance
single,lbrent,34,403,gpr_ai,0.735011865391,97.5274432682,97.5274432682,5.31149934496e-23,132.890504496,132.890504496,1,9.55383940676e-31,single-instrument relevance
single,lbrent,35,402,gpr_ai,0.72342797005,86.0798093586,86.0798093586,1.72818335481e-20,118.3448403,118.3448403,1,1.45718462417e-27,single-instrument relevance
single,lbrent,36,401,gpr_ai,0.723320328345,86.0396301267,86.0396301267,1.76365558628e-20,118.291571691,118.291571691,1,1.49684864212e-27,single-instrument relevance
single,lbrent,37,400,gpr_ai,0.723287919722,85.8759066913,85.8759066913,1.91588908496e-20,118.228221505,118.228221505,1,1.54542751318e-27,single-instrument relevance
single,lbrent,38,399,gpr_ai,0.723267460913,85.8584634236,85.8584634236,1.93286383492e-20,118.212290803,118.212290803,1,1.5578898006e-27,single-instrument relevance
single,lbrent,39,398,gpr_ai,0.722912540607,85.6335824213,85.6335824213,2.16566102059e-20,117.931886655,117.931886655,1,1.7944568837e-27,single-instrument relevance
single,lbrent,40,397,gpr_ai,0.722885566007,85.4342645019,85.4342645019,2.39533707088e-20,117.855299755,117.855299755,1,1.86510131812e-27,single-instrument relevance
single,lbrent,41,396,gpr_ai,0.722780181614,85.4890308295,85.4890308295,2.32990495726e-20,117.920231927,117.920231927,1,1.80503210687e-27,single-instrument relevance
single,lbrent,42,395,gpr_ai,0.722869362022,84.1573951873,84.1573951873,4.56911667432e-20,116.49398623,116.49398623,1,3.70500995294e-27,single-instrument relevance
single,lbrent,43,394,gpr_ai,0.72072602205,82.7995998622,82.7995998622,9.08083574308e-20,114.719439777,114.719439777,1,9.0657798508e-27,single-instrument relevance
single,lbrent,44,393,gpr_ai,0.720650890666,82.4685068878,82.4685068878,1.07367270555e-19,114.40527151,114.40527151,1,1.06221263341e-26,single-instrument relevance
single,lbrent,45,392,gpr_ai,0.720237277571,82.4908685203,82.4908685203,1.06159440682e-19,114.418140092,114.418140092,1,1.05534163203e-26,single-instrument relevance
single,lbrent,46,391,gpr_ai,0.720243371046,81.8641629146,81.8641629146,1.45768602529e-19,113.865894524,113.865894524,1,1.39426277429e-26,single-instrument relevance
single,lbrent,47,390,gpr_ai,0.719673444604,81.7215267201,81.7215267201,1.56677626545e-19,113.659447479,113.659447479,1,1.54725344271e-26,single-instrument relevance
single,lbrent,48,389,gpr_ai,0.719877406171,80.8198244601,80.8198244601,2.47264907542e-19,112.683314902,112.683314902,1,2.5314373918e-26,single-instrument relevance
single,lbrent,0,432,military_conflict,0.369137472687,32.7324706471,32.7324706471,1.05755729219e-08,41.0234914404,41.0234914404,1,1.50410437079e-10,single-instrument relevance
single,lbrent,1,432,military_conflict,0.369137472687,32.7324706471,32.7324706471,1.05755729219e-08,41.0234914404,41.0234914404,1,1.50410437079e-10,single-instrument relevance
single,lbrent,2,432,military_conflict,0.369137472687,32.7324706471,32.7324706471,1.05755729219e-08,41.0234914404,41.0234914404,1,1.50410437079e-10,single-instrument relevance
single,lbrent,3,432,military_conflict,0.369137472687,32.7324706471,32.7324706471,1.05755729219e-08,41.0234914404,41.0234914404,1,1.50410437079e-10,single-instrument relevance
single,lbrent,4,432,military_conflict,0.369137472687,32.7324706471,32.7324706471,1.05755729219e-08,41.0234914404,41.0234914404,1,1.50410437079e-10,single-instrument relevance
single,lbrent,5,432,military_conflict,0.369137472687,32.7324706471,32.7324706471,1.05755729219e-08,41.0234914404,41.0234914404,1,1.50410437079e-10,single-instrument relevance
single,lbrent,6,431,military_conflict,0.35288718805,26.8060393953,26.8060393953,2.24933277322e-07,34.1735241029,34.1735241029,1,5.04101527023e-09,single-instrument relevance
single,lbrent,7,430,military_conflict,0.35290778202,26.7085078014,26.7085078014,2.36577560254e-07,34.07321976,34.07321976,1,5.30767415907e-09,single-instrument relevance
single,lbrent,8,429,military_conflict,0.352827864766,26.6433578884,26.6433578884,2.4469052528e-07,33.990047914,33.990047914,1,5.53946849957e-09,single-instrument relevance
single,lbrent,9,428,military_conflict,0.351038090287,26.3632083077,26.3632083077,2.82877803012e-07,33.6551838227,33.6551838227,1,6.57992950535e-09,single-instrument relevance
single,lbrent,10,427,military_conflict,0.349785082661,26.0385561665,26.0385561665,3.34666652954e-07,33.304335163,33.304335163,1,7.88067636773e-09,single-instrument relevance
single,lbrent,11,426,military_conflict,0.349597935676,26.0092649818,26.0092649818,3.39782817941e-07,33.26798134,33.26798134,1,8.02938536504e-09,single-instrument relevance
single,lbrent,12,425,military_conflict,0.349396256753,25.9898873476,25.9898873476,3.43210442855e-07,33.2460998876,33.2460998876,1,8.12024523325e-09,single-instrument relevance
single,lbrent,13,424,military_conflict,0.350575034942,25.9366082001,25.9366082001,3.52814485778e-07,33.2054471257,33.2054471257,1,8.29179315969e-09,single-instrument relevance
single,lbrent,14,423,military_conflict,0.352346308924,23.9906654008,23.9906654008,9.68038912509e-07,31.1116716729,31.1116716729,1,2.43602207725e-08,single-instrument relevance
single,lbrent,15,422,military_conflict,0.347285562365,23.4142708107,23.4142708107,1.30606034918e-06,30.4003153297,30.4003153297,1,3.51471019515e-08,single-instrument relevance
single,lbrent,16,421,military_conflict,0.34622908,23.3281636286,23.3281636286,1.36585330679e-06,30.2903786753,30.2903786753,1,3.71966429349e-08,single-instrument relevance
single,lbrent,17,420,military_conflict,0.34622169655,23.2483427721,23.2483427721,1.42373077446e-06,30.2055115762,30.2055115762,1,3.88603562816e-08,single-instrument relevance
single,lbrent,18,419,military_conflict,0.345473095527,23.1877733378,23.1877733378,1.46928529795e-06,30.1289880986,30.1289880986,1,4.04243325874e-08,single-instrument relevance
single,lbrent,19,418,military_conflict,0.345466652342,23.1453843787,23.1453843787,1.5020330928e-06,30.0958005352,30.0958005352,1,4.11220744414e-08,single-instrument relevance
single,lbrent,20,417,military_conflict,0.345284018716,23.1400894923,23.1400894923,1.50617478687e-06,30.0905171476,30.0905171476,1,4.12342614003e-08,single-instrument relevance
single,lbrent,21,416,military_conflict,0.345812040988,23.2047151651,23.2047151651,1.4563979826e-06,30.1787900097,30.1787900097,1,3.93994771773e-08,single-instrument relevance
single,lbrent,22,415,military_conflict,0.347262079429,22.5109716534,22.5109716534,2.08946760291e-06,29.4161390317,29.4161390317,1,5.83893566163e-08,single-instrument relevance
single,lbrent,23,414,military_conflict,0.344989915612,22.343714477,22.343714477,2.27957929761e-06,29.1984187769,29.1984187769,1,6.53325010333e-08,single-instrument relevance
single,lbrent,24,413,military_conflict,0.345175104382,22.2389707324,22.2389707324,2.40737636525e-06,29.0762063801,29.0762063801,1,6.95863884183e-08,single-instrument relevance
single,lbrent,25,412,military_conflict,0.34323703804,22.0598092441,22.0598092441,2.64285641468e-06,28.8443805621,28.8443805621,1,7.84331295884e-08,single-instrument relevance
single,lbrent,26,411,military_conflict,0.343199170206,22.0748275693,22.0748275693,2.62225957432e-06,28.8624713076,28.8624713076,1,7.77039616052e-08,single-instrument relevance
single,lbrent,27,410,military_conflict,0.343257108832,22.030537707,22.030537707,2.68346842503e-06,28.8226218962,28.8226218962,1,7.93192254309e-08,single-instrument relevance
single,lbrent,28,409,military_conflict,0.345429124574,21.621846785,21.621846785,3.32048092061e-06,28.3828581838,28.3828581838,1,9.95428234159e-08,single-instrument relevance
single,lbrent,29,408,military_conflict,0.342069054937,21.1814695713,21.1814695713,4.1778440736e-06,27.8296920036,27.8296920036,1,1.32477316945e-07,single-instrument relevance
single,lbrent,30,407,military_conflict,0.342437388682,21.0098220588,21.0098220588,4.56934851633e-06,27.6502921124,27.6502921124,1,1.45350115948e-07,single-instrument relevance
single,lbrent,31,406,military_conflict,0.34174527967,20.9571613183,20.9571613183,4.69668845893e-06,27.5894607354,27.5894607354,1,1.49993823969e-07,single-instrument relevance
single,lbrent,32,405,military_conflict,0.341063451904,20.9779544181,20.9779544181,4.64598819818e-06,27.6161815758,27.6161815758,1,1.47935989374e-07,single-instrument relevance
single,lbrent,33,404,military_conflict,0.340819662267,21.0340812841,21.0340812841,4.51185821231e-06,27.7000035774,27.7000035774,1,1.41662449031e-07,single-instrument relevance
single,lbrent,34,403,military_conflict,0.366617300143,19.1402824912,19.1402824912,1.2145427082e-05,26.28009429,26.28009429,1,2.95316863502e-07,single-instrument relevance
single,lbrent,35,402,military_conflict,0.347723605012,16.2999548628,16.2999548628,5.40652393193e-05,22.69114029,22.69114029,1,1.90243012376e-06,single-instrument relevance
single,lbrent,36,401,military_conflict,0.347300632441,16.2730358653,16.2730358653,5.48387945237e-05,22.6564657057,22.6564657057,1,1.9370727918e-06,single-instrument relevance
single,lbrent,37,400,military_conflict,0.347314121729,16.2427214719,16.2427214719,5.5723254589e-05,22.6381021782,22.6381021782,1,1.95567500253e-06,single-instrument relevance
single,lbrent,38,399,military_conflict,0.346963734555,16.2145566002,16.2145566002,5.65578513101e-05,22.5977005528,22.5977005528,1,1.99723504217e-06,single-instrument relevance
single,lbrent,39,398,military_conflict,0.346939441411,16.1883467494,16.1883467494,5.73458049141e-05,22.5659759884,22.5659759884,1,2.03048929504e-06,single-instrument relevance
single,lbrent,40,397,military_conflict,0.345833607671,16.114173996,16.114173996,5.96360285146e-05,22.4668839352,22.4668839352,1,2.13797905985e-06,single-instrument relevance
single,lbrent,41,396,military_conflict,0.345976343629,16.1443612167,16.1443612167,5.86930439289e-05,22.5137585519,22.5137585519,1,2.08643843941e-06,single-instrument relevance
single,lbrent,42,395,military_conflict,0.346673711115,15.9038806545,15.9038806545,6.66419356345e-05,22.2564725606,22.2564725606,1,2.38553293414e-06,single-instrument relevance
single,lbrent,43,394,military_conflict,0.344806890255,15.7964590309,15.7964590309,7.05343904509e-05,22.1031990892,22.1031990892,1,2.58378797832e-06,single-instrument relevance
single,lbrent,44,393,military_conflict,0.344787754775,15.744270747,15.744270747,7.25071993554e-05,22.0457412279,22.0457412279,1,2.66229716324e-06,single-instrument relevance
single,lbrent,45,392,military_conflict,0.343568078958,15.692096169,15.692096169,7.45349833672e-05,21.9729606201,21.9729606201,1,2.76518844728e-06,single-instrument relevance
single,lbrent,46,391,military_conflict,0.343756163465,15.6091875856,15.6091875856,7.78752815062e-05,21.8948739762,21.8948739762,1,2.88002215016e-06,single-instrument relevance
single,lbrent,47,390,military_conflict,0.343034393514,15.574784811,15.574784811,7.93051698885e-05,21.8511810404,21.8511810404,1,2.94635195942e-06,single-instrument relevance
single,lbrent,48,389,military_conflict,0.343373196545,15.477917617,15.477917617,8.34747872146e-05,21.7462134859,21.7462134859,1,3.11203484131e-06,single-instrument relevance
single,lbrent,0,432,diplomatic_tension,0.762358760378,352.722280703,352.722280703,1.08225818798e-78,380.173518753,380.173518753,1,1.14073169379e-84,single-instrument relevance
single,lbrent,1,432,diplomatic_tension,0.762358760378,352.722280703,352.722280703,1.08225818798e-78,380.173518753,380.173518753,1,1.14073169379e-84,single-instrument relevance
single,lbrent,2,432,diplomatic_tension,0.762358760378,352.722280703,352.722280703,1.08225818798e-78,380.173518753,380.173518753,1,1.14073169379e-84,single-instrument relevance
single,lbrent,3,432,diplomatic_tension,0.762358760378,352.722280703,352.722280703,1.08225818798e-78,380.173518753,380.173518753,1,1.14073169379e-84,single-instrument relevance
single,lbrent,4,432,diplomatic_tension,0.762358760378,352.722280703,352.722280703,1.08225818798e-78,380.173518753,380.173518753,1,1.14073169379e-84,single-instrument relevance
single,lbrent,5,432,diplomatic_tension,0.762358760378,352.722280703,352.722280703,1.08225818798e-78,380.173518753,380.173518753,1,1.14073169379e-84,single-instrument relevance
single,lbrent,6,431,diplomatic_tension,0.759747438066,354.020302248,354.020302248,5.64515534723e-79,381.534879223,381.534879223,1,5.76495165371e-85,single-instrument relevance
single,lbrent,7,430,diplomatic_tension,0.769697505653,360.173687614,360.173687614,2.5808573858e-80,389.538790564,389.538790564,1,1.04299748996e-86,single-instrument relevance
single,lbrent,8,429,diplomatic_tension,0.768244709511,348.704535341,348.704535341,8.11422154183e-78,377.99031577,377.99031577,1,3.40803537527e-84,single-instrument relevance
single,lbrent,9,428,diplomatic_tension,0.768249940609,348.675054495,348.675054495,8.23506062897e-78,378.06102543,378.06102543,1,3.28934389987e-84,single-instrument relevance
single,lbrent,10,427,diplomatic_tension,0.768225170102,348.688865441,348.688865441,8.17822848388e-78,378.201442673,378.201442673,1,3.06575784859e-84,single-instrument relevance
single,lbrent,11,426,diplomatic_tension,0.76826437986,348.749283419,348.749283419,7.93418336027e-78,378.392534607,378.392534607,1,2.78569551958e-84,single-instrument relevance
